longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.476709,42.454222,11705,Prunus species,Cherry Species,2019,1.5
-76.476687,42.454273,11706,Prunus species,Cherry Species,2019,1.5
-76.477176,42.454175,11707,Prunus species,Cherry Species,2019,1.5
-76.477149,42.454228,11708,Prunus species,Cherry Species,2019,1.5
-76.477100,42.454327,11709,Prunus species,Cherry Species,2019,1.5
-76.477075,42.454383,11710,Prunus species,Cherry Species,2019,1.5
-76.479195,42.453961,11711,Fraxinus americana,White Ash,2019,6
-76.478853,42.453719,11712,Fraxinus americana,White Ash,2019,5.5
-76.479432,42.453720,11713,Malus species,Crabapple Species,2019,9.5
-76.480036,42.453624,11714,Picea glauca,White Spruce,2019,4.5
-76.479857,42.453594,11715,Cornus florida,Flowering Dogwood,2019,8
-76.479766,42.452807,11716,Picea abies,Norway Spruce,2019,4
-76.479894,42.452852,11717,Pyrus calleryana,Callery Pear,2019,4
-76.480064,42.453171,11718,Juniperus scopulorum,Rocky Mountain Juniper,2019,1
-76.480286,42.453114,11719,Magnolia x soulangiana,Saucer Magnolia,2019,10
-76.480323,42.453125,11720,Magnolia x soulangiana,Saucer Magnolia,2019,6
-76.480319,42.453163,11721,Magnolia x soulangiana,Saucer Magnolia,2019,4
-76.480295,42.453140,11722,Pyrus calleryana,Callery Pear,2019,4.5
-76.480562,42.453051,11723,Fagus sylvatica,European Beech,2019,12.5
-76.479932,42.454489,11724,Acer rubrum,Red Maple,2019,3.5
-76.479257,42.454329,11725,Acer buergerianum,Trident Maple,2019,6
-76.479410,42.454356,11726,Magnolia x soulangiana,Saucer Magnolia,2019,8.5
-76.478792,42.454692,11727,Acer buergerianum,Trident Maple,2019,6.5
-76.478965,42.453233,11728,Acer palmatum,Japanese Maple,2019,7.5
-76.479423,42.453029,11729,Thuja occidentalis,Northern White Cedar,2019,6
-76.479395,42.453036,11730,Thuja occidentalis,Northern White Cedar,2019,6
-76.479407,42.453018,11731,Thuja occidentalis,Northern White Cedar,2019,6
-76.479375,42.453024,11732,Thuja occidentalis,Northern White Cedar,2019,6
-76.479388,42.453007,11733,Thuja occidentalis,Northern White Cedar,2019,6
-76.479359,42.453013,11734,Thuja occidentalis,Northern White Cedar,2019,6
-76.479370,42.452991,11735,Thuja occidentalis,Northern White Cedar,2019,6
-76.479335,42.452998,11736,Thuja occidentalis,Northern White Cedar,2019,6
-76.479346,42.452978,11737,Thuja occidentalis,Northern White Cedar,2019,6
-76.479314,42.452983,11738,Thuja occidentalis,Northern White Cedar,2019,6
-76.479321,42.452963,11739,Thuja occidentalis,Northern White Cedar,2019,6
-76.479291,42.452964,11740,Thuja occidentalis,Northern White Cedar,2019,6
-76.476709,42.453385,11741,Acer saccharum,Sugar Maple,2019,3.5
-76.473936,42.453313,11742,Acer rubrum,Red Maple,2019,3.5
-76.474089,42.453241,11743,Prunus species,Cherry Species,2019,2.5
-76.474150,42.453219,11744,Prunus species,Cherry Species,2019,2
-76.474100,42.453205,11745,Prunus species,Cherry Species,2019,2.5
-76.473904,42.453163,11746,Acer rubrum,Red Maple,2019,3.5
-76.473398,42.454567,11747,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,3
-76.473465,42.454646,11748,Taxodium distichum,Baldcypress,2019,3.5
-76.474625,42.457330,11749,Fagus grandifolia,American Beech,2019,2
-76.474737,42.457370,11750,Fagus grandifolia,American Beech,2019,2
-76.474630,42.457422,11751,Fagus grandifolia,American Beech,2019,2
-76.474903,42.456916,11752,Quercus rubra,Northern Red Oak,2019,7
-76.476548,42.456802,11753,Abies concolor,White Fir,2019,4.5
-76.476002,42.457340,11754,Pinus strobus,Eastern White Pine,2019,8.5
-76.476570,42.457453,11755,Pinus strobus,Eastern White Pine,2019,16
-76.477184,42.457228,11756,Acer palmatum,Japanese Maple,2019,2.5
-76.477644,42.456874,11757,Acer saccharum,Sugar Maple,2019,5
-76.477854,42.456896,11758,Acer rubrum,Red Maple,2019,5.5
-76.477797,42.456907,11759,Acer rubrum,Red Maple,2019,2.5
-76.478163,42.457105,11760,Quercus coccinea,Scarlet Oak,2019,7
-76.477289,42.456945,11761,Pinus sylvestris,Scotch Pine,2019,4.5
-76.478011,42.456942,11762,Abies concolor,White Fir,2019,5
-76.475069,42.457947,11763,Salix x sepulcralis Simonkai,Weeping Willow,2019,11
-76.478407,42.458098,11764,Pinus flexilis,Limber Pine,2019,3
-76.477174,42.458854,11765,Malus species,Crabapple Species,2019,5.5
-76.476442,42.458325,11766,Picea pungens glauca,Colorado Blue Spruce,2019,1.5
-76.476493,42.458566,11767,Picea pungens glauca,Colorado Blue Spruce,2019,1.5
-76.475232,42.458802,11768,Pinus nigra,Austrian Pine,2019,8.5
-76.475156,42.458735,11769,Pinus nigra,Austrian Pine,2019,8.5
-76.475152,42.458654,11770,Quercus rubra,Northern Red Oak,2019,5
-76.475083,42.458598,11771,Picea omorika,Serbian Spruce,2019,4
-76.475059,42.458531,11772,Acer tataricum,Tatarian Maple,2019,11.5
-76.475013,42.458479,11773,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,2.5
-76.475092,42.453122,11774,Quercus bicolor,Swamp White Oak,2019,6.5
-76.476433,42.453046,3634,Pinus strobus,Eastern White Pine,2019,23
-76.480096,42.452031,11775,Acer palmatum,Japanese Maple,2019,4.5
-76.481007,42.451887,11776,Acer palmatum,Japanese Maple,2019,3
-76.480458,42.452178,11777,Acer palmatum,Japanese Maple,2019,2
-76.480150,42.452348,11778,Malus species,Crabapple Species,2019,2
-76.480187,42.452273,11779,Acer palmatum,Japanese Maple,2019,2.5
-76.480495,42.454016,11780,Ulmus species,Elm Species,2019,3.5
-76.480295,42.454001,11781,Platanus x acerifolia,London Planetree,2019,3.5
-76.480230,42.453958,11782,Acer saccharum,Sugar Maple,2019,3.5
-76.480138,42.453920,11783,Metasequoia glyptostroboides,Dawn Redwood,2019,4.5
-76.480110,42.453952,11784,Metasequoia glyptostroboides,Dawn Redwood,2019,3
-76.480384,42.454121,5081,Pinus strobus,Eastern White Pine,2019,11
-76.480412,42.454138,5080,Pinus nigra,Austrian Pine,2019,7
-76.480867,42.454269,11785,Quercus bicolor,Swamp White Oak,2019,2
-76.481252,42.454554,11786,Prunus subhirtella,Higan Cherry,2019,3
-76.481277,42.454589,11787,Prunus subhirtella,Higan Cherry,2019,3
-76.481245,42.454625,11788,Prunus subhirtella,Higan Cherry,2019,3
-76.478131,42.453359,11789,Gleditsia triacanthos,Honeylocust,2019,5
-76.478122,42.453471,11790,Gleditsia triacanthos,Honeylocust,2019,3.5
-76.478037,42.453587,11791,Liquidambar styraciflua,Sweetgum,2019,4.5
-76.477944,42.453681,11792,Quercus coccinea,Scarlet Oak,2019,3
-76.477843,42.453762,11793,Quercus coccinea,Scarlet Oak,2019,2.5
-76.477715,42.453822,11794,Quercus bicolor,Swamp White Oak,2019,1.5
-76.477570,42.453861,11795,Quercus coccinea,Scarlet Oak,2019,2.5
-76.477413,42.453883,11796,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,1.5
-76.477256,42.453887,11797,Quercus bicolor,Swamp White Oak,2019,5
-76.477101,42.453859,11798,Quercus bicolor,Swamp White Oak,2019,4
-76.476948,42.453810,11799,Quercus bicolor,Swamp White Oak,2019,4.5
-76.476239,42.452760,11800,Quercus species,Oak Species,2019,6.5
-76.475283,42.452988,11801,Quercus bicolor,Swamp White Oak,2019,6.5
-76.475486,42.459633,11802,Malus pumila,Paradise Apple,2019,4.5
-76.475475,42.459607,11803,Malus pumila,Paradise Apple,2019,3
-76.475465,42.459584,11804,Broadleaf Deciduous Other,Broadleaf Deciduous Other,2019,1.5
-76.475459,42.459563,11805,Malus pumila,Paradise Apple,2019,2
-76.475451,42.459539,11806,Malus pumila,Paradise Apple,2019,2.5
-76.484318,42.457823,11807,Quercus coccinea,Scarlet Oak,2019,2.5
-76.484340,42.457932,11808,Acer saccharum,Sugar Maple,2019,2
-76.484491,42.457893,11809,Cornus kousa,Kousa Dogwood,2019,1.5
-76.478261,42.449553,11810,Acer saccharum,Sugar Maple,2019,5
-76.478131,42.449561,11811,Acer saccharum,Sugar Maple,2019,5.5
-76.480084,42.452453,11812,Tilia cordata,Littleleaf Linden,2019,8.5
-76.480658,42.455625,11813,Quercus rubra,Northern Red Oak,2019,8
-76.480628,42.455548,11814,Picea pungens glauca,Colorado Blue Spruce,2019,4
-76.480724,42.455231,11815,Prunus serotina,Black Cherry,2019,18.5
-76.480700,42.455246,11816,Acer platanoides,Norway Maple,2019,11
-76.480596,42.455250,11817,Carya ovata,Shagbark Hickory,2019,32
-76.480550,42.455241,11818,Acer negundo,Boxelder,2019,33
-76.480457,42.455225,11819,Juglans nigra,Black Walnut,2019,17.5
-76.480420,42.455252,11820,Fraxinus americana,White Ash,2019,10.5
-76.480411,42.455226,11821,Juglans nigra,Black Walnut,2019,9.5
-76.480274,42.455223,11822,Juglans nigra,Black Walnut,2019,11.5
-76.480319,42.455253,11823,Quercus rubra,Northern Red Oak,2019,15.5
-76.480320,42.455234,11824,Juglans nigra,Black Walnut,2019,5.5
-76.480280,42.455296,11825,Acer platanoides,Norway Maple,2019,8
-76.476959,42.443991,1034,Quercus bicolor,Swamp White Oak,2014,2
-76.476934,42.443937,10322,Cercis canadensis,Eastern Redbud, , 
-76.476956,42.443865,10321,Cercis canadensis,Eastern Redbud, , 
-76.477019,42.443756,10323,Pinus strobus,Eastern White Pine, , 
-76.477115,42.443618,10315,Pinus strobus,Eastern White Pine, , 
-76.477197,42.443599,10314,Pinus strobus,Eastern White Pine, , 
-76.477180,42.443661,10310,Pinus strobus,Eastern White Pine, , 
-76.477255,42.443686,10311,Pinus strobus,Eastern White Pine, , 
-76.477348,42.443702,10312,Pinus strobus,Eastern White Pine, , 
-76.466233,42.445670,10342,Acer saccharum,Sugar Maple,2021,1.8
-76.466517,42.445571,10341,Quercus shumardii,Shumard Oak,2021,4.9
-76.466611,42.445500,10339,Abies concolor,White Fir,2021,3.5
-76.466664,42.445493,10338,Abies concolor,White Fir,2021,3.5
-76.466689,42.445469,10337,Abies concolor,White Fir,2021,3.5
-76.466851,42.445442,10336,Catalpa speciosa,Northern Catalpa,2021,6.5
-76.466988,42.445403,10335,Abies concolor,White Fir,2021,5
-76.477293,42.443625,10313,Pinus strobus,Eastern White Pine, , 
-76.467222,42.445341,10332,Crataegus viridis,Winter King Hawthorn,2021,3.5
-76.467300,42.445331,10333,Crataegus viridis,Winter King Hawthorn,2021,3
-76.467096,42.445422,10334,Tilia americana,Redmond Basswood,2021,5.3
-76.466732,42.445517,10340,Platanus x acerifolia,London Planetree Bloodgood,2021,6.4
-76.468108,42.445265,10331,Syringa reticulata,Japanese Tree Lilac,2021,3
-76.468448,42.445253,10330,Acer saccharum,Sugar Maple, , 
-76.468673,42.445238,10329,Acer saccharum,Sugar Maple, , 
-76.469102,42.445217,10327,Celtis occidentalis,Common Hackberry, , 
-76.477092,42.448550,11826,Acer saccharum 'Apollo',Sugar Maple,2019,2.3
-76.477219,42.448587,11827,Acer saccharum 'Apollo',Sugar Maple,2019,2.4
-76.477472,42.448541,11828,Acer saccharum 'Apollo',Sugar Maple,2019,2.4
-76.479085,42.449076,11829,Syringa,Lilac,2019,1
-76.478995,42.449075,11830,Syringa,Lilac,2019,1
-76.479042,42.448939,11831,Quercus muehlenbergii,Oak,2019,
-76.478744,42.449234,11832,Acer griseum,Paperbark Maple,2019,3
-76.478746,42.449207,11833,Acer griseum,Paperbark Maple,2019,3.5
-76.478576,42.449224,11834,Cercis canadensis,Redbud,2019,4.5
-76.478721,42.449013,11835,Carpinus caroliniana,American Hornbeam,2019,2
-76.478744,42.448994,11836,Carpinus caroliniana,American Hornbeam,2019,2
-76.478698,42.448996,11837,Carpinus caroliniana,American Hornbeam,2019,2
-76.478717,42.448969,11838,Carpinus caroliniana,American Hornbeam,2019,2
-76.478585,42.449015,11839,Carpinus caroliniana,American Hornbeam,2019,2
-76.478612,42.448997,11840,Carpinus caroliniana,American Hornbeam,2019,2
-76.478564,42.448995,11841,Carpinus caroliniana,American Hornbeam,2019,2
-76.478585,42.448972,11842,Carpinus caroliniana,American Hornbeam,2019,2
-76.478000,42.449072,11843,Acer griseum,Paperbark Maple,2019,2
-76.477969,42.449094,11844,Acer griseum,Paperbark Maple,2019,2
-76.477889,42.449095,11845,Acer griseum,Paperbark Maple,2019,2.1
-76.477852,42.449073,11846,Acer griseum,Paperbark Maple,2019,2.2
-76.477788,42.449079,11847,Cotinus coggyria,Smokebush,2019,4.3
-76.477765,42.449079,11848,Cotinus coggyria,Smokebush,2019,3.3
-76.477739,42.449078,11849,Cotinus coggyria,Smokebush,2019,1
-76.477712,42.449079,11850,Cotinus coggyria,Smokebush,2019,2.7
-76.477409,42.449080,11851,Quercus x warei 'Regal Prince',Regal Prince Oak,2019,3
-76.477193,42.449080,11852,Quercus x warei 'Regal Prince',Regal Prince Oak,2019,3
-76.477106,42.448983,11853,Acer spp,Maple,2019,2.3
-76.476986,42.448967,11854,Platanus x acerifolia,London Planetree,2019,2.1
-76.476870,42.448921,11855,Prunus x yeodoensis Akebono',Akebono Cherry,2019,4.2
-76.476915,42.448915,11856,Prunus x yeodoensis Akebono',Akebono Cherry,2019,3
-76.476955,42.448901,11857,Prunus x yeodoensis Akebono',Akebono Cherry,2019,4
-76.477016,42.448853,11858,Prunus x yeodoensis Akebono',Akebono Cherry,2019,2
-76.477007,42.448698,11859,Prunus x yeodoensis Akebono',Akebono Cherry,2019,3.5
-76.476687,42.448949,11860,Thuja,,2019,3.5
-76.476697,42.448965,11861,Thuja,,2019,2.5
-76.476698,42.448980,11862,Thuja,,2019,2.2
-76.476679,42.448982,11683,Thuja,,2019,2.2
-76.476744,42.448930,11863,TBD,,2019,6
-76.476686,42.448867,11864,TBD,,2019,5
-76.476686,42.448684,11865,TBD,,2019,5
-76.476736,42.448544,11866,Viburnum spp.,Viburnum,2019,3
-76.476680,42.448575,11867,Thuja spp.,,2019,5
-76.476666,42.448558,11868,Thuja spp.,,2019,4
-76.476687,42.448565,11869,Thuja spp.,,2019,4
-76.476704,42.448565,11870,Thuja spp.,,2019,3.5
-76.476680,42.448555,11871,Thuja spp.,,2019,4
-76.476946,42.448444,11872,Thuja spp.,,2019,6
-76.476966,42.448455,11873,Thuja spp.,,2019,8
-76.476965,42.448433,11874,Thuja spp.,,2019,5.3
-76.477785,42.448540,11875,Acer grandidentatum,Big Toothed Maple,2019,2
-76.477983,42.448540,11876,Acer grandidentatum,Big Toothed Maple,2019,2
-76.477849,42.448605,11877,Eucommia ulmoides,Hardy Rubber Tree,2019,2.5
-76.478205,42.448552,11878,Ginkgo biloba 'Golden Colonnade',Golden Colonnade Ginko,2019,1.5
-76.478307,42.448582,11879,Ginkgo biloba 'Golden Colonnade',Golden Colonnade Ginko,2019,1.75
-76.478730,42.448589,11880,TBD,,2019,3
-76.478861,42.448428,11881,Parrotia persica 'Ruby Vase',Ruby Vase Parrotia,2019,3
-76.478787,42.448426,11882,Parrotia persica 'Ruby Vase',Ruby Vase Parrotia,2019,3
-76.478493,42.448448,11883,Zelcova serrata 'City Sprite',City Sprite Zelcova,2019,2
-76.478534,42.448423,11884,Zelcova serrata 'City Sprite',City Sprite Zelcova,2019,2
-76.478571,42.448408,11885,Zelcova serrata 'City Sprite',City Sprite Zelcova,2019,2
-76.478826,42.448430,11886,Acer palmatum,Japanese Maple,2019,1
-76.478705,42.448290,11887,Quercus bicolor 'American Dream',American Dream Swamp White Oak,2019,2
-76.478704,42.448205,11888,Quercus bicolor 'American Dream',American Dream Swamp White Oak,2019,2
-76.478707,42.448126,11889,Quercus bicolor 'American Dream',American Dream Swamp White Oak,2019,2
-76.478704,42.448045,11890,Quercus bicolor 'American Dream',American Dream Swamp White Oak,2019,2
-76.478311,42.448454,11891,Pyrus calleryana 'Jack',Jack Ornamental Pear,2019,2
-76.478208,42.448453,11892,Pyrus calleryana 'Jack',Jack Ornamental Pear,2019,2.1
-76.477992,42.448456,11893,Tilia cordata 'Summer Sprite',Summer Sprite Linden,2019,2.7
-76.477963,42.448447,11894,Tilia cordata 'Summer Sprite',Summer Sprite Linden,2019,2.5
-76.477974,42.448424,11895,Tilia cordata 'Summer Sprite',Summer Sprite Linden,2019,2.5
-76.477853,42.448421,11896,TBD,TBD,2019,1.5
-76.477848,42.448290,11897,TBD,,2019,2
-76.477848,42.448247,11898,TBD,,2019,2
-76.477844,42.448192,11890,TBD,,2019,2
-76.477843,42.448153,11891,TBD,,2019,2
-76.477843,42.448117,11892,TBD,,2019,2
-76.477843,42.448074,11893,TBD,,2019,2
-76.477789,42.448045,11894,Syringa reticulata,Japanese Tree Lilac,2019,6
-76.477686,42.448045,11895,Syringa reticulata,Japanese Tree Lilac,2019,7
-76.478029,42.447995,11896,Prunus spp.,Weeping Cherry,2019,3.5
-76.478029,42.447914,11897,Quercus hybrid,Oak,2019,2.4
-76.477968,42.447829,11898,Quercus hybrid,Oak,2019,1.9
-76.478470,42.447822,11899,Quercus spp,Oak,2019,1.5
-76.478719,42.447694,11900,Quercus rubra,Red Oak,2019,2
-76.478860,42.447696,11901,Quercus rubra,Red Oak,2019,2
-76.478707,42.447812,11902,Catalpa x erubescens 'Purpurea',Purple Catalpa,2019,2.5
-76.478704,42.447901,11903,Catalpa x erubescens 'Purpurea',Purple Catalpa,2019,2.5
-76.468011,42.445549,11904,Betula nigra,River Birch,2021,4
-76.467971,42.445594,11905,Betula nigra,River Birch,2021,4
-76.467913,42.445601,11906,Betula nigra,River Birch,2021,4
-76.467752,42.445440,11907,Koelreuteria paniculata,Goldenrain Tree,2021,4.5
-76.466301,42.446349,11908,Quercus rubra,Red Oak,2021,4.8
-76.466075,42.446136,11909,Quercus rubra,Red Oak,2021,4.8
-76.465883,42.446281,11910,Quercus alba,White Oak,2021,8
-76.465810,42.446418,11911,Unknown,Unknown,2021,6.4
-76.464647,42.446341,11912,Malus species,Crabapple,2021,2.6
-76.466093,42.445715,11913,Syringa reticulata,Japanese Tree Lilac,2021,3.6
-76.466984,42.445451,11914,Acer rubrum,Red Maple,2021,5
-76.467123,42.445377,11915,Abies concolor,White Fir,2021,4.4
-76.467424,42.445340,11916,Ulmus hybrid 'Frontier',Frontier Elm,2021,7.7
-76.467677,42.445301,11917,Ulmus hybrid 'Frontier',Frontier Elm,2021,6.2
-76.467920,42.445275,11918,Ulmus hybrid 'Frontier',Frontier Elm,2021,6.8
-76.487623,42.445915,,,,,
-76.481745,42.445066,,Platanus x acerfolia,London Planetree,2022,7.2
-76.476863,42.443315,,Acer,Sugar Maple,2022,1.5
-76.476288,42.444648,,Ulmus sp,Hybrid Elm,2022,7.5
-76.475849,42.444797,,Acer saccharum,Sugar Maple,2022,2.2
-76.474879,42.445154,,Quercus bicolor,,2022,1.5
-76.474664,42.445155,,Quercus bicolor ,,2022,1.5
-76.476581,42.444337,,Acer rubrum,Red Maple,2022,2
-76.475315,42.445174,,Quercia bicolor,Swamp White Oak,2022,3
-76.475186,42.445144,,Quercus bicolor ,,2022,3
-76.475032,42.445145,,Quercus bicolor,,2022,3
-76.477410,42.444857,,,Red Maple,2022,2
-76.477401,42.444933,,,Cherry,2022,2
-76.477701,42.445015,,Prunus sp,Cherry,2022,8.5
-76.477637,42.444666,,Prunus,,2022,10.5
-76.483813,42.448493,,Ulmus sp,,2022,
-76.483817,42.448584,,,,2022,
-76.483808,42.448737,,Ulmus sp,,2022,
-76.483818,42.448837,,Ulmus ,,2022,
-76.483819,42.448922,,Ulmus ,,2022,
-76.483832,42.449180,,Ulmus ,,2022,
-76.483835,42.449256,,Ulmus ,,2022,
-76.483837,42.449334,,Ulmus ,,2022,
-76.483829,42.449398,,Ulmus ,,2022,
-76.483844,42.449532,,Ulmus ,,2022,
-76.479881,42.455826,,Ulmus 'New Horizon',Frontier Elm,2022,2.5
-76.479934,42.455850,,Ulmus 'New Horizon',Frotier Elm,2022,2.5
-76.479760,42.455710,,Acer miyabei,Rugged Ridge Maple,2022,2
-76.479614,42.455838,,Acer miyabei,Rugged Ridge Maple,2022,2
-76.479568,42.455874,,Acer miyabei,Rugged Ridge Maple,2022,2
-76.479529,42.455907,,Acer saccharum,Sugar Maple,2022,2
-76.479589,42.455996,,Acer x freemanii 'Sienna',Sienna Glen Maple,2022,2.6
-76.479415,42.456097,,Ulmus 'Morton',Accolade Elm,2022,2
-76.479465,42.456136,,Ulmus 'Morton',Accolade Elm,2022,2
-76.479390,42.456150,,Ulmus 'Morton',Accolade Elm,2022,2
-76.479199,42.456170,,Ulmus 'Morton Glossy',Triumph Elm,2022,2.5
-76.479094,42.456117,,Ulmus 'Morton Glossy',Triumph Elm,2022,2.5
-76.479039,42.456096,,Ulmus 'Morton Glossy' ,Triumph Elm,2022,2.5
-76.479132,42.456045,,Malus sp. 'Donald Wyman',Donald Wyman Crabapple,2022,2
-76.479071,42.456004,,Malus sp. 'Donald Wyman',Donald Wyman Crabapple,2022,2
-76.479002,42.455964,,Malus sp. 'Donald Wyman',Donald Wyman Crabapple,2022,2
-76.478877,42.455918,,Gleditsia triacanthos 'Christie',Halka Honey Locust,2022,2
-76.478834,42.455896,,Gleditsia triacanthos 'Skycole',Clump Skyline Honey Locust,2022,3
-76.478864,42.455867,,Gleditsia triacanthos 'Skycole',Clump Skyline Honey Locust,2022,3
-76.478817,42.455845,,Gleditsia triacanthos 'Christie',Halka Honey Locust,2022,2
-76.478600,42.455847,,Gleditsia triacanthos 'Christie',Halka Honey Locust,2022,2
-76.478571,42.455808,,Gleditsia triacanthos 'Christie',Halka Honey Locust,2022,2
-76.478356,42.455820,,Gleditsia triacanthos 'Skycole',Clump Skyline Honey Locust,2022,4
-76.478380,42.455773,,Gleditsia triacanthos 'Skycole',Clump Skyline Honey Locust,2022,4
