longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.478190,42.456954,3554,Malus species,Crabapple Species,2019,8.5
-76.478144,42.456922,3556,Malus species,Crabapple Species,2019,10
-76.478098,42.456998,3559,Pinus nigra,Austrian Pine,2019,16.5
-76.477012,42.456938,3566,Tilia cordata,Littleleaf Linden,2019,17.5
-76.477036,42.456874,3567,Tilia cordata,Littleleaf Linden,2019,15
-76.477066,42.456816,3568,Tilia cordata,Littleleaf Linden,2019,10.5
-76.476797,42.456838,3571,Malus species,Crabapple Species,2019,11
-76.476778,42.456804,3573,Malus species,Crabapple Species,2019,9
-76.476399,42.456769,3577,Malus species,Crabapple Species,2019,8.5
-76.476375,42.456826,3578,Malus species,Crabapple Species,2019,12
-76.476348,42.456795,3579,Malus species,Crabapple Species,2019,11.5
-76.476293,42.456829,3580,Malus species,Crabapple Species,2019,11.5
-76.476225,42.456790,3581,Malus species,Crabapple Species,2019,12
-76.476152,42.456766,3582,Malus species,Crabapple Species,2019,11
-76.476171,42.456803,3583,Malus species,Crabapple Species,2019,8.5
-76.475868,42.456821,3588,Malus species,Crabapple Species,2019,12
-76.475829,42.456787,3589,Malus species,Crabapple Species,2019,7.5
-76.475704,42.456776,3590,Platanus x acerifolia,London Planetree,2019,15.5
-76.475451,42.456798,3592,Malus species,Crabapple Species,2019,10.5
-76.475509,42.456821,3593,Malus species,Crabapple Species,2019,11
-76.475272,42.456807,3594,Platanus x acerifolia,London Planetree,2019,16.5
-76.475306,42.456847,3595,Malus species,Crabapple Species,2019,5.5
-76.475351,42.456871,3596,Malus species,Crabapple Species,2019,11
-76.475281,42.456905,3600,Pinus nigra,Austrian Pine,2019,12.5
-76.475168,42.456814,3601,Platanus x acerifolia,London Planetree,2019,17.5
-76.474823,42.456891,3605,Malus species,Crabapple Species,2019,14
-76.474744,42.456913,3607,Malus species,Crabapple Species,2019,13.5
-76.474370,42.456949,3610,Quercus rubra,Northern Red Oak,2019,19.5
-76.474413,42.457054,3611,Quercus rubra,Northern Red Oak,2019,25.5
-76.474461,42.457163,3612,Quercus rubra,Northern Red Oak,2019,27.5
-76.475346,42.457319,3615,Pinus strobus,Eastern White Pine,2019,16.5
-76.475274,42.457278,3616,Pinus strobus,Eastern White Pine,2019,11.5
-76.475183,42.457163,3617,Acer rubrum,Red Maple,2019,4.5
-76.474913,42.457135,3618,Acer rubrum,Red Maple,2019,8.5
-76.475879,42.457179,3619,Acer rubrum,Red Maple,2019,7.5
-76.476110,42.457331,3620,Pinus strobus,Eastern White Pine,2019,11.5
-76.479039,42.456927,3621,Salix alba,White Willow,2019,14
-76.479095,42.456947,3622,Salix alba,White Willow,2019,17
-76.479085,42.456990,3623,Salix alba,White Willow,2019,16.5
-76.476557,42.453117,3624,Pinus strobus,Eastern White Pine,2019,6.5
-76.476551,42.453081,3627,Pinus strobus,Eastern White Pine,2019,9
-76.476554,42.453008,3628,Malus species,Crabapple Species,2019,9.5
-76.476565,42.452963,3629,Malus species,Crabapple Species,2019,11.5
-76.476630,42.452835,3630,Crataegus phaenopyrum,Washington Hawthorn,2019,12
-76.476612,42.452805,3631,Crataegus phaenopyrum,Washington Hawthorn,2019,10.5
-76.476481,42.453106,3633,Malus species,Crabapple Species,2019,9.5
-76.476493,42.452856,3636,Malus species,Crabapple Species,2019,3.5
-76.476435,42.452908,3637,Malus species,Crabapple Species,2019,6.5
-76.476412,42.452815,3638,Amelanchier species,Serviceberry,2019,8.5
-76.476363,42.452997,3639,Malus species,Crabapple Species,2019,13.5
-76.476320,42.452951,3640,Malus species,Crabapple Species,2019,8.5
-76.476258,42.452924,3641,Pinus strobus,Eastern White Pine,2019,19
-76.476247,42.452860,3642,Acer saccharum,Sugar Maple,2019,18
-76.476284,42.452821,3643,Malus species,Crabapple Species,2019,5
-76.476299,42.452778,3644,Acer saccharum,Sugar Maple,2019,10.5
-76.476298,42.452743,3645,Pinus strobus,Eastern White Pine,2019,16
-76.476226,42.452797,3647,Acer saccharum,Sugar Maple,2019,9
-76.476165,42.452774,3648,Acer saccharum,Sugar Maple,2019,18
-76.476136,42.452734,3649,Acer saccharum,Sugar Maple,2019,13
-76.476083,42.452727,3650,Pinus strobus,Eastern White Pine,2019,19
-76.476234,42.453113,3651,Quercus rubra,Northern Red Oak,2019,8.5
-76.476065,42.453145,3652,Platanus x acerifolia,London Planetree,2019,9.5
-76.475994,42.453105,3653,Platanus x acerifolia,London Planetree,2019,8
-76.475919,42.453133,3654,Platanus x acerifolia,London Planetree,2019,6
-76.475934,42.452965,3655,Fagus grandifolia,American Beech,2019,7
-76.476120,42.452913,3657,Malus species,Crabapple Species,2019,6
-76.476112,42.452887,3658,Malus species,Crabapple Species,2019,7
-76.476080,42.452825,3659,Malus species,Crabapple Species,2019,8
-76.475880,42.452794,3660,Malus species,Crabapple Species,2019,8
-76.475838,42.452755,3661,Malus species,Crabapple Species,2019,7.5
-76.475759,42.452761,3662,Malus species,Crabapple Species,2019,7
-76.475461,42.452818,3663,Tilia cordata,Littleleaf Linden,2019,19
-76.475307,42.452635,3664,Quercus rubra,Northern Red Oak,2019,35
-76.475319,42.452616,3665,Carya cordiformis,Bitternut Hickory,2019,19
-76.475165,42.452594,3667,Malus species,Crabapple Species,2019,7.5
-76.475188,42.452570,3668,Malus species,Crabapple Species,2019,8
-76.475104,42.452591,3669,Malus species,Crabapple Species,2019,13.5
-76.475126,42.452560,3670,Malus species,Crabapple Species,2019,10
-76.475059,42.452556,3671,Malus species,Crabapple Species,2019,11
-76.474918,42.453087,3672,Malus species,Crabapple Species,2019,11.5
-76.474910,42.453044,3673,Malus species,Crabapple Species,2019,16.5
-76.474853,42.453068,3674,Malus species,Crabapple Species,2019,17.5
-76.475267,42.453207,3677,Platanus x acerifolia,London Planetree,2019,8
-76.475238,42.453185,3678,Pinus nigra,Austrian Pine,2019,9
-76.475166,42.453182,3679,Pinus nigra,Austrian Pine,2019,7.5
-76.475191,42.453225,3680,Pinus nigra,Austrian Pine,2019,10
-76.475041,42.453239,3684,Pinus nigra,Austrian Pine,2019,10
-76.474506,42.453232,3688,Pinus nigra,Austrian Pine,2019,12
-76.474409,42.453216,3690,Pinus nigra,Austrian Pine,2019,11.5
-76.474349,42.453208,3691,Pinus nigra,Austrian Pine,2019,8
-76.474293,42.453227,3692,Pinus nigra,Austrian Pine,2019,9
-76.474193,42.453265,3694,Quercus rubra,Northern Red Oak,2019,7.5
-76.474099,42.453284,3698,Acer saccharum,Sugar Maple,2019,4.5
-76.474683,42.453086,3700,Liquidambar styraciflua,Sweetgum,2019,27
-76.474724,42.453157,3701,Pinus nigra,Austrian Pine,2019,6.5
-76.474774,42.453162,3702,Pinus nigra,Austrian Pine,2019,11.5
-76.474537,42.453074,3704,Pinus sylvestris,Scotch Pine,2019,13
-76.474609,42.453128,3705,Pinus sylvestris,Scotch Pine,2019,8
-76.474513,42.453106,3707,Pinus sylvestris,Scotch Pine,2019,8
-76.474489,42.453088,3708,Pinus sylvestris,Scotch Pine,2019,7
-76.474716,42.453216,3710,Pinus resinosa,Red Pine,2019,13.5
-76.474666,42.453209,3711,Pinus resinosa,Red Pine,2019,13
-76.474626,42.453205,3712,Pinus resinosa,Red Pine,2019,13
-76.474583,42.453198,3713,Pinus resinosa,Red Pine,2019,11.5
-76.474544,42.453194,3714,Pinus resinosa,Red Pine,2019,13
-76.474504,42.453189,3715,Pinus resinosa,Red Pine,2019,12.5
-76.474456,42.453185,3716,Pinus resinosa,Red Pine,2019,13.5
-76.474411,42.453182,3717,Pinus resinosa,Red Pine,2019,12.5
-76.474364,42.453179,3718,Pinus resinosa,Red Pine,2019,13.5
-76.474314,42.453178,3719,Pinus resinosa,Red Pine,2019,13
-76.474267,42.453178,3720,Pinus resinosa,Red Pine,2019,13
-76.474729,42.453194,3721,Pinus resinosa,Red Pine,2019,12.5
-76.474688,42.453187,3722,Pinus resinosa,Red Pine,2019,13
-76.474657,42.453179,3723,Pinus resinosa,Red Pine,2019,13
-76.474617,42.453175,3724,Pinus resinosa,Red Pine,2019,11
-76.474575,42.453172,3725,Pinus resinosa,Red Pine,2019,12
-76.474531,42.453167,3726,Pinus resinosa,Red Pine,2019,14
-76.474491,42.453163,3727,Pinus resinosa,Red Pine,2019,11
-76.474444,42.453159,3728,Pinus resinosa,Red Pine,2019,14.5
-76.474398,42.453157,3729,Pinus resinosa,Red Pine,2019,12
-76.474351,42.453154,3730,Pinus resinosa,Red Pine,2019,10.5
-76.474298,42.453151,3731,Pinus resinosa,Red Pine,2019,11
-76.474425,42.453117,3732,Pinus resinosa,Red Pine,2019,16.5
-76.474390,42.453115,3733,Pinus resinosa,Red Pine,2019,12
-76.474358,42.453112,3734,Pinus resinosa,Red Pine,2019,10.5
-76.474316,42.453096,3735,Pinus resinosa,Red Pine,2019,11.5
-76.474265,42.453117,3736,Pinus resinosa,Red Pine,2019,13
-76.474037,42.453130,3738,Pinus nigra,Austrian Pine,2019,9
-76.474086,42.453105,3739,Pinus resinosa,Red Pine,2019,10.5
-76.474136,42.453069,3740,Pinus resinosa,Red Pine,2019,16
-76.474162,42.453013,3741,Pinus nigra,Austrian Pine,2019,13.5
-76.474106,42.452994,3742,Pinus nigra,Austrian Pine,2019,13.5
-76.474104,42.453049,3743,Pinus resinosa,Red Pine,2019,11.5
-76.474057,42.453030,3744,Pinus resinosa,Red Pine,2019,16
-76.474038,42.453073,3745,Pinus resinosa,Red Pine,2019,11.5
-76.474039,42.452934,3746,Cercidiphyllum japonicum,Katsura Tree,2019,18.5
-76.482556,42.457280,3747,Gleditsia triacanthos,Honeylocust,2019,20
-76.482461,42.457491,3748,Malus species,Crabapple Species,2019,6.5
-76.482452,42.457538,3749,Gleditsia triacanthos,Honeylocust,2019,11.5
-76.482470,42.457718,3750,Picea abies,Norway Spruce,2019,24
-76.482414,42.457719,3751,Picea abies,Norway Spruce,2019,22.5
-76.482348,42.457724,3752,Picea abies,Norway Spruce,2019,23
-76.482280,42.457728,3753,Picea abies,Norway Spruce,2019,21
-76.482227,42.457732,3754,Picea abies,Norway Spruce,2019,17.5
-76.482174,42.457736,3755,Picea abies,Norway Spruce,2019,18
-76.483147,42.457517,3757,Picea abies,Norway Spruce,2019,9
-76.483171,42.457552,3758,Picea abies,Norway Spruce,2019,8.5
-76.483216,42.457520,3759,Picea abies,Norway Spruce,2019,9.5
-76.483256,42.457563,3760,Picea abies,Norway Spruce,2019,7.5
-76.483828,42.457356,3761,Salix alba,White Willow,2019,14
-76.484086,42.457278,3762,Picea abies,Norway Spruce,2019,4
-76.484181,42.457324,3763,Picea abies,Norway Spruce,2019,3.5
-76.484202,42.457359,3764,Picea abies,Norway Spruce,2019,7
-76.484225,42.457416,3765,Picea abies,Norway Spruce,2019,11.5
-76.484276,42.457445,3766,Picea abies,Norway Spruce,2019,11
-76.484270,42.457395,3767,Picea abies,Norway Spruce,2019,8
-76.484324,42.457461,3769,Picea abies,Norway Spruce,2019,12
-76.484364,42.457469,3770,Picea abies,Norway Spruce,2019,4.5
-76.484310,42.457494,3771,Picea abies,Norway Spruce,2019,9.5
-76.482486,42.457134,3772,Thuja occidentalis,Northern White Cedar,2019,9.5
-76.482504,42.457124,3773,Thuja occidentalis,Northern White Cedar,2019,10
-76.482518,42.457119,3774,Thuja occidentalis,Northern White Cedar,2019,8.5
-76.482528,42.457115,3775,Thuja occidentalis,Northern White Cedar,2019,5
-76.482545,42.457109,3776,Thuja occidentalis,Northern White Cedar,2019,9.5
-76.482559,42.457103,3777,Thuja occidentalis,Northern White Cedar,2019,8
-76.482572,42.457100,3778,Thuja occidentalis,Northern White Cedar,2019,7
-76.482586,42.457096,3779,Thuja occidentalis,Northern White Cedar,2019,8
-76.482601,42.457092,3780,Thuja occidentalis,Northern White Cedar,2019,7
-76.482616,42.457086,3781,Thuja occidentalis,Northern White Cedar,2019,6.5
-76.482626,42.457082,3782,Thuja occidentalis,Northern White Cedar,2019,4
-76.482465,42.450549,3785,Fagus grandifolia,American Beech,2019,55
-76.482545,42.450348,3786,Quercus alba,White Oak,2019,53.5
-76.482606,42.450212,3787,Fagus grandifolia,American Beech,2019,43.5
-76.482404,42.450825,3788,Pinus resinosa,Red Pine,2019,14.5
-76.482358,42.450812,3789,Pinus resinosa,Red Pine,2019,14.5
-76.482347,42.450849,3790,Pinus resinosa,Red Pine,2019,13
-76.482304,42.450841,3791,Pinus resinosa,Red Pine,2019,14
-76.482317,42.450882,3792,Pinus resinosa,Red Pine,2019,13.5
-76.482290,42.450902,3793,Pinus resinosa,Red Pine,2019,16.5
-76.482262,42.450941,3794,Pinus resinosa,Red Pine,2019,11.5
-76.482220,42.450946,3795,Pinus resinosa,Red Pine,2019,14.5
-76.482247,42.450891,3796,Pinus resinosa,Red Pine,2019,13
-76.482189,42.450926,3798,Pinus resinosa,Red Pine,2019,10
-76.482074,42.450964,3800,Quercus palustris,Pin Oak,2019,27.5
-76.482118,42.450996,3801,Quercus palustris,Pin Oak,2019,21
-76.482021,42.451120,3802,Pinus resinosa,Red Pine,2019,17
-76.482040,42.451079,3803,Pinus resinosa,Red Pine,2019,15
-76.482045,42.451046,3804,Pinus resinosa,Red Pine,2019,12.5
-76.481944,42.451038,3805,Quercus palustris,Pin Oak,2019,26
-76.481877,42.451039,3806,Cornus kousa,Kousa Dogwood,2019,5
-76.481813,42.451041,3807,Pinus resinosa,Red Pine,2019,18
-76.481726,42.451034,3808,Pinus resinosa,Red Pine,2019,14.5
-76.481879,42.451008,3809,Pinus resinosa,Red Pine,2019,20
-76.481776,42.451007,3810,Pinus resinosa,Red Pine,2019,17
-76.481735,42.450901,3811,Fagus grandifolia,American Beech,2019,13
-76.481307,42.456732,3812,Acer rubrum,Red Maple,2019,13
-76.481373,42.456936,3815,Pinus nigra,Austrian Pine,2019,18
-76.481399,42.457004,3817,Pinus nigra,Austrian Pine,2019,14
-76.481445,42.457067,3818,Acer rubrum,Red Maple,2019,11.5
-76.481491,42.457155,3819,Acer rubrum,Red Maple,2019,11
-76.481623,42.457449,3824,Acer rubrum,Red Maple,2019,7
-76.481687,42.457572,3825,Acer saccharum,Sugar Maple,2019,14
-76.481798,42.457812,3829,Acer rubrum,Red Maple,2019,12.5
-76.481900,42.458108,3835,Acer rubrum,Red Maple,2019,9
-76.481873,42.458696,3844,Pinus nigra,Austrian Pine,2019,12
-76.481896,42.458716,3845,Pinus nigra,Austrian Pine,2019,10.5
-76.481866,42.458731,3846,Pinus nigra,Austrian Pine,2019,14.5
-76.481780,42.458753,3847,Acer rubrum,Red Maple,2019,9.5
-76.481803,42.458695,3848,Acer rubrum,Red Maple,2019,13
-76.481528,42.458852,3852,Acer rubrum,Red Maple,2019,11.5
-76.481435,42.458839,3855,Pinus nigra,Austrian Pine,2019,14
-76.481563,42.450986,3856,Cornus florida,Flowering Dogwood,2019,4.5
-76.481444,42.450985,3857,Cornus kousa,Kousa Dogwood,2019,3.5
-76.481296,42.450953,3858,Pinus resinosa,Red Pine,2019,10
-76.481412,42.450936,3861,Cornus kousa,Kousa Dogwood,2019,4.5
-76.481371,42.450950,3862,Cornus kousa,Kousa Dogwood,2019,4.5
-76.481400,42.450834,3863,Thuja occidentalis,Northern White Cedar,2019,5
-76.481382,42.450834,3864,Thuja occidentalis,Northern White Cedar,2019,5.5
-76.481399,42.450821,3865,Thuja occidentalis,Northern White Cedar,2019,4.5
-76.481475,42.450820,3867,Cornus kousa,Kousa Dogwood,2019,7
-76.481480,42.450832,3870,Cornus kousa,Kousa Dogwood,2019,3
-76.469697,42.447421,3871,Quercus rubra,Northern Red Oak,2016,27.5
-76.469543,42.447434,3872,Quercus rubra,Northern Red Oak,2009,21
-76.469377,42.447434,3873,Quercus rubra,Northern Red Oak,2009,23
-76.469175,42.447433,3874,Quercus rubra,Northern Red Oak,2009,24
-76.469005,42.447433,3875,Quercus rubra,Northern Red Oak,2009,21
-76.468804,42.447427,3876,Quercus rubra,Northern Red Oak,2009,27
-76.468636,42.447427,3877,Quercus rubra,Northern Red Oak,2009,34
-76.468449,42.447421,3878,Quercus rubra,Northern Red Oak,2009,34
-76.468274,42.447413,3879,Quercus rubra,Northern Red Oak,2009,21
-76.468110,42.447420,3880,Prunus species,Cherry Species,2009,2
-76.468035,42.447421,3881,Prunus species,Cherry Species,2009,2
-76.468072,42.447375,3882,Prunus species,Cherry Species,2009,2
-76.467877,42.447189,3883,Cornus mas,Corneliancherry,2009,9
-76.467877,42.447148,3884,Cornus mas,Corneliancherry,2009,9
-76.467959,42.447424,3885,Quercus rubra,Northern Red Oak,2009,14
-76.467761,42.447424,3886,Quercus rubra,Northern Red Oak,2009,16
-76.467571,42.447423,3887,Acer tataricum ssp. ginnala,Amur Maple,2009,4
-76.467384,42.447421,3888,Quercus rubra,Northern Red Oak,2009,18
-76.467228,42.447421,3889,Quercus rubra,Northern Red Oak,2009,7
-76.467088,42.447371,3890,Quercus rubra,Northern Red Oak,2009,6
-76.467399,42.447328,3891,Ginkgo biloba,Ginkgo,2009,3
-76.467354,42.447334,3892,Ginkgo biloba,Ginkgo,2009,3
-76.467230,42.447355,3893,Ginkgo biloba,Ginkgo,2009,4
-76.467163,42.447317,3894,Ginkgo biloba,Ginkgo,2009,4
-76.467079,42.447305,3895,Ginkgo biloba,Ginkgo,2009,5
-76.466995,42.447295,3896,Quercus rubra,Northern Red Oak,2009,5
-76.467340,42.447278,3897,Ginkgo biloba,Ginkgo,2009,3
-76.467213,42.447274,3898,Ginkgo biloba,Ginkgo,2009,3
-76.467133,42.447265,3899,Ginkgo biloba,Ginkgo,2009,4
-76.467374,42.447218,3900,Ginkgo biloba,Ginkgo,2009,2
-76.467252,42.447248,3901,Ginkgo biloba,Ginkgo,2009,4
-76.467515,42.447229,3902,Ginkgo biloba,Ginkgo,2009,3
-76.467447,42.447198,3903,Ginkgo biloba,Ginkgo,2009,3
-76.467324,42.447243,3904,Ginkgo biloba,Ginkgo,2009,3
-76.467251,42.447184,3905,Ginkgo biloba,Ginkgo,2009,4
-76.467204,42.447196,3906,Ginkgo biloba,Ginkgo,2009,3
-76.467146,42.447216,3907,Ginkgo biloba,Ginkgo,2009,3
-76.467078,42.447194,3908,Ginkgo biloba,Ginkgo,2009,7
-76.466925,42.447085,3909,Acer saccharum,Sugar Maple,2009,6
-76.466867,42.447071,3910,Pinus nigra,Austrian Pine,2009,7
-76.466869,42.447038,3911,Pinus nigra,Austrian Pine,2009,8
-76.466923,42.447017,3912,Pinus nigra,Austrian Pine,2009,8
-76.466972,42.447005,3913,Pinus nigra,Austrian Pine,2009,9
-76.466903,42.446984,3914,Pinus nigra,Austrian Pine,2009,6
-76.466858,42.446995,3915,Acer rubrum,Red Maple,2009,14
-76.466787,42.446854,3916,Quercus rubra,Northern Red Oak,2009,20
-76.466738,42.446742,3917,Quercus rubra,Northern Red Oak,2009,16
-76.466670,42.446630,3918,Quercus rubra,Northern Red Oak,2009,16
-76.466582,42.446499,3919,Quercus rubra,Northern Red Oak,2009,14
-76.466458,42.446373,3920,Quercus rubra,Northern Red Oak,2021,20
-76.466329,42.446251,3921,Quercus rubra,Northern Red Oak,2021,13.8
-76.466200,42.446130,3922,Prunus sargentii,Sargent Cherry,2021,9.5
-76.466119,42.446066,3923,Prunus sargentii,Sargent Cherry,2021,10
-76.466100,42.446005,3924,Prunus sargentii,Sargent Cherry,2021,10.6
-76.466212,42.446067,3925,Prunus sargentii,Sargent Cherry,2021,10.5
-76.466186,42.446007,3926,Prunus sargentii,Sargent Cherry,2021,9.7
-76.466055,42.445899,3927,Ulmus parvifolia,Chinese Elm,2021,6.1
-76.466256,42.445880,3928,Pyrus calleryana,Callery Pear,2021,16.3
-76.466358,42.445843,3929,Gymnocladus dioicus,Kentucky Coffeetree,2021,9
-76.466254,42.445822,3930,Ulmus parvifolia,Chinese Elm,2021,7.1
-76.466350,42.445784,3931,Quercus rubra,Northern Red Oak,2021,5
-76.466844,42.446692,3934,Pinus nigra,Austrian Pine,2009,3
-76.466843,42.446635,3935,Pinus nigra,Austrian Pine,2009,3
-76.466863,42.446607,3936,Pinus nigra,Austrian Pine,2009,3
-76.466907,42.446601,3937,Pinus nigra,Austrian Pine,2009,3
-76.466919,42.446567,3938,Pinus nigra,Austrian Pine,2009,3
-76.466966,42.446555,3939,Pinus nigra,Austrian Pine,2009,3
-76.467055,42.446548,3940,Acer x freemanii,Freeman Maple,2009,3
-76.467121,42.446482,3941,Pinus strobus,Eastern White Pine,2009,2
-76.467165,42.446448,3942,Pinus strobus,Eastern White Pine,2009,3
-76.467093,42.446438,3943,Cercidiphyllum japonicum,Katsura Tree,2009,5
-76.467131,42.446372,3944,Ulmus species,Elm Species,2009,2
-76.467146,42.446294,3945,Ulmus species,Elm Species,2009,2
-76.467197,42.446151,3946,Quercus rubra,Northern Red Oak,2009,3
-76.467196,42.446093,3947,Quercus rubra,Northern Red Oak,2009,3
-76.467203,42.446016,3948,Quercus rubra,Northern Red Oak,2009,3
-76.467238,42.445991,3949,Quercus montana,Chestnut Oak,2009,3
-76.467240,42.445954,3950,Quercus rubra,Northern Red Oak,2009,3
-76.467123,42.446064,3951,Quercus velutina,Black Oak,2009,4
-76.467070,42.445995,3952,Nyssa sylvatica,Black Tupelo,2009,2
-76.467032,42.445934,3953,Acer rubrum,Red Maple,2009,2
-76.467124,42.445940,3954,Magnolia acuminata,Cucumber Tree,2009,2
-76.467143,42.445885,3955,Metasequoia glyptostroboides,Dawn Redwood,2009,2
-76.467302,42.445846,3956,Juglans species,Walnut Species,2009,1
-76.467374,42.445841,3957,Juglans species,Walnut Species,2009,1
-76.467395,42.445800,3958,Juglans species,Walnut Species,2009,1
-76.467473,42.445807,3959,Pinus strobus,Eastern White Pine,2009,2
-76.467548,42.445772,3960,Pinus strobus,Eastern White Pine,2021,20
-76.467436,42.445735,3961,Larix decidua,European Larch,2021,4.1
-76.467442,42.445654,3962,Taxodium distichum,Baldcypress,2021,5.7
-76.467329,42.445647,3963,Liriodendron tulipifera,Tulip Tree,2021,7
-76.467286,42.445691,3964,Nyssa sylvatica,Black Tupelo,2021,4.1
-76.467207,42.445740,3965,Taxodium distichum,Baldcypress,2009,2
-76.467165,42.445756,3966,Larix species,Larch Species,2009,2
-76.467217,42.445686,3967,Acer rubrum,Red Maple,2021,3.6
-76.467076,42.445704,3968,Ulmus species,Elm Species,2009,2
-76.467009,42.445676,3969,Carpinus betulus,European Hornbeam,2021,5
-76.466963,42.445719,3970,Carpinus betulus,European Hornbeam,2021,5.1
-76.467011,42.445832,3971,Pinus strobus,Eastern White Pine,2009,2
-76.466708,42.445721,3972,Acer saccharum,Sugar Maple,2021,10
-76.466835,42.445682,3973,Gymnocladus dioicus,Kentucky Coffeetree,2021,8.5
-76.466931,42.445660,3974,Quercus rubra,Northern Red Oak,2021,8
-76.467115,42.445619,3975,Pyrus calleryana,Callery Pear,2021,15
-76.467229,42.445600,3976,Pyrus calleryana,Callery Pear,2021,13.5
-76.467365,42.445568,3977,Zelkova serrata,Japanese Zelkova,2021,14
-76.467460,42.445547,3978,Zelkova serrata,Japanese Zelkova,2021,13
-76.466626,42.445682,3979,Fraxinus pennsylvanica,Green Ash,2021,8.5
-76.466963,42.445584,3981,Ulmus parvifolia,Chinese Elm,2021,5.9
-76.467270,42.445513,3982,Quercus rubra,Northern Red Oak,2021,3.2
-76.467558,42.445701,3985,Pinus strobus,Eastern White Pine,2021,16.6
-76.467557,42.445667,3986,Pinus strobus,Eastern White Pine,2021,13
-76.467634,42.445542,3989,Pinus nigra,Austrian Pine,2021,17
-76.467790,42.445573,3991,Pinus nigra,Austrian Pine,2021,16.5
-76.467823,42.445577,3992,Pinus nigra,Austrian Pine,2021,22
-76.467925,42.445520,3995,Syringa reticulata,Japanese Tree Lilac,2021,11
-76.467883,42.445549,3996,Syringa reticulata,Japanese Tree Lilac,2021,10
-76.467852,42.445534,3997,Syringa reticulata,Japanese Tree Lilac,2021,10
-76.468047,42.445506,3998,Picea abies,Norway Spruce,2021,13
-76.468251,42.445599,3999,Tilia cordata,Littleleaf Linden,2021,3.5
-76.468247,42.445656,4000,Tilia cordata,Littleleaf Linden,2021,9.3
-76.468247,42.445762,4001,Tilia cordata,Littleleaf Linden,2009,7
-76.468250,42.445822,4002,Tilia cordata,Littleleaf Linden,2009,7
-76.468244,42.445926,4003,Tilia cordata,Littleleaf Linden,2009,6
-76.468112,42.445795,4004,Malus species,Crabapple Species,2009,5
-76.468119,42.445955,4005,Malus species,Crabapple Species,2009,8
-76.468106,42.446136,4006,Pinus strobus,Eastern White Pine,2009,9
-76.468156,42.446108,4007,Pinus strobus,Eastern White Pine,2009,9
-76.468196,42.446078,4008,Malus species,Crabapple Species,2009,7
-76.468226,42.446133,4009,Pinus strobus,Eastern White Pine,2009,8
-76.468307,42.446147,4010,Corylus colurna,Turkish Hazlenut,2009,8
-76.468286,42.446082,4011,Corylus colurna,Turkish Hazlenut,2009,11
-76.468378,42.446129,4012,Pinus sylvestris,Scotch Pine,2009,7
-76.468395,42.446090,4013,Syringa reticulata,Japanese Tree Lilac,2009,8
-76.468423,42.446074,4014,Syringa reticulata,Japanese Tree Lilac,2009,7
-76.468447,42.446095,4015,Pinus sylvestris,Scotch Pine,2009,8
-76.468509,42.446068,4016,Syringa reticulata,Japanese Tree Lilac,2009,9
-76.468556,42.446074,4017,Syringa reticulata,Japanese Tree Lilac,2009,9
-76.468619,42.446076,4018,Magnolia x soulangiana,Saucer Magnolia,2009,3
-76.468472,42.446148,4019,Pinus bungeana,Lacebark Pine,2009,10
-76.468526,42.446118,4020,Pinus bungeana,Lacebark Pine,2009,10
-76.468556,42.446158,4021,Pinus bungeana,Lacebark Pine,2009,10
-76.468646,42.446131,4022,Castanea pumila,Alleghany chinkapin,2009,12
-76.468691,42.446078,4023,Fagus sylvatica,European Beech,2009,2
-76.468738,42.446140,4024,Malus species,Crabapple Species,2009,8
-76.468764,42.446096,4025,Malus species,Crabapple Species,2009,8
-76.468779,42.446543,4026,Malus species,Crabapple Species,2009,2
-76.468777,42.446713,4027,Malus species,Crabapple Species,2009,2
-76.468476,42.447158,4028,Acer saccharum,Sugar Maple,2009,9
-76.468565,42.447213,4029,Gleditsia triacanthos,Honeylocust,2009,15
-76.468659,42.447242,4030,Zelkova serrata,Japanese Zelkova,2009,28
-76.468812,42.447044,4031,Acer negundo,Boxelder,2009,4
-76.468819,42.447044,4032,Acer negundo,Boxelder,2009,3
-76.468827,42.447044,4033,Acer negundo,Boxelder,2009,4
-76.468899,42.447040,4034,Malus pumila,Paradise Apple,2009,21
-76.469083,42.447024,4035,Syringa reticulata,Japanese Tree Lilac,2009,7
-76.469087,42.447024,4036,Syringa reticulata,Japanese Tree Lilac,2009,4
-76.469156,42.446982,4037,Liquidambar styraciflua,Sweetgum,2009,12
-76.469236,42.446919,4038,Nyssa sylvatica,Black Tupelo,2009,8
-76.469336,42.447005,4039,Ilex species,Holly Species,2009,6
-76.469335,42.446992,4040,Ilex species,Holly Species,2009,6
-76.469335,42.446976,4041,Ilex species,Holly Species,2009,8
-76.469334,42.446960,4042,Ilex species,Holly Species,2009,6
-76.469334,42.446941,4043,Ilex species,Holly Species,2009,9
-76.469337,42.446878,4044,Ilex species,Holly Species,2009,5
-76.469338,42.446861,4045,Ilex species,Holly Species,2009,10
-76.469338,42.446843,4046,Ilex species,Holly Species,2009,3
-76.469340,42.446819,4047,Ilex species,Holly Species,2009,6
-76.469359,42.446795,4048,Ilex species,Holly Species,2009,7
-76.469334,42.446793,4049,Ilex species,Holly Species,2009,7
-76.469310,42.446792,4050,Ilex species,Holly Species,2009,6
-76.469276,42.446792,4051,Ilex species,Holly Species,2009,6
-76.469238,42.446793,4052,Ilex species,Holly Species,2009,2
